"","tf","n","dist","avg","low","high","group"
"X60","ALB1",555801,61,0.120373085058172,0.12023542371136,0.120510746404984,"22"
"X61","ALB1",555801,62,0.037129674274694,0.0369901855849848,0.0372691629644032,"22"
"X62","ALB1",555801,63,0.0508591362920329,0.0507217795633024,0.0509964930207634,"22"
"X63","ALB1",555801,64,0.0130185696713532,0.0128964921704736,0.0131406471722328,"22"
"X64","ALB1",555801,65,-0.00437646988931008,-0.00448239156628108,-0.00427054821233909,"22"
"X65","ALB1",555801,66,-0.0239753616817821,-0.0240764141380827,-0.0238743092254815,"22"
"X66","ALB1",555801,67,-0.0516198074301804,-0.0517156326936418,-0.0515239821667191,"22"
"X67","ALB1",555801,68,-0.018696039618927,-0.0187932754762483,-0.0185988037616057,"22"
"X68","ALB1",555801,69,-0.0567058041021259,-0.0567923073675573,-0.0566193008366945,"22"
"X69","ALB1",555801,70,-0.0724964895259002,-0.0725853491261653,-0.072407629925635,"22"
"X70","ALB1",555801,71,-0.0678595136692135,-0.0679481429799093,-0.0677708843585177,"22"
"X71","ALB1",555801,72,-0.0525015855309432,-0.0525935448224518,-0.0524096262394347,"22"
"X72","ALB1",555801,73,-0.120668702469407,-0.120751730922444,-0.120585674016369,"22"
"X73","ALB1",555801,74,-0.0681216390230878,-0.0682086893040753,-0.0680345887421003,"22"
"X74","ALB1",555801,75,0.000537774266714397,0.000439806770940079,0.000635741762488716,"22"
"X75","ALB1",555801,76,0.0822907002449714,0.082181549970372,0.0823998505195707,"22"
"X76","ALB1",555801,77,0.13456552717415,0.134436203709386,0.134694850638914,"22"
"X77","ALB1",555801,78,0.165267868880622,0.165134135301696,0.165401602459548,"22"
"X78","ALB1",555801,79,0.185686121353098,0.18554872354876,0.185823519157437,"22"
"X79","ALB1",555801,80,0.210035205909462,0.20988693049882,0.210183481320103,"22"
"X80","ALB1",555801,81,0.14975564190941,0.149616458241451,0.149894825577369,"22"
"X81","ALB1",555801,82,0.175876637815753,0.175728081346268,0.176025194285238,"22"
"X82","ALB1",555801,83,0.16855591424065,0.168392395584506,0.168719432896794,"22"
"X83","ALB1",555801,84,0.0978747077860515,0.0977283618694452,0.0980210537026579,"22"
"X84","ALB1",555801,85,0.0769186598997618,0.0767804232705051,0.0770568965290185,"22"
"X85","ALB1",555801,86,0.0676720184064348,0.0675271755819243,0.0678168612309453,"22"
"X86","ALB1",555801,87,0.0474535961734938,0.0473056751454962,0.0476015172014913,"22"
"X87","ALB1",555801,88,-0.0189926978093104,-0.0191442563378412,-0.0188411392807797,"22"
"X88","ALB1",555801,89,-0.0258565761403639,-0.0260218472071475,-0.0256913050735804,"22"
"X89","ALB1",555801,90,-0.0400781873804385,-0.0402357145506007,-0.0399206602102763,"22"
"X90","ALB1",555801,91,-0.0329773055395954,-0.0331457951631064,-0.0328088159160843,"22"
"X91","ALB1",555801,92,-0.065291305975734,-0.0654651705178622,-0.0651174414336058,"22"
"X92","ALB1",555801,93,-0.0634558270958079,-0.0636323696336863,-0.0632792845579294,"22"
"X93","ALB1",555801,94,-0.0520926176029691,-0.0523000186245388,-0.0518852165813995,"22"
"X94","ALB1",555801,95,-0.0833001356376738,-0.08350093885937,-0.0830993324159776,"22"
"X95","ALB1",555801,96,-0.080911174330837,-0.0811266283300731,-0.080695720331601,"22"
"X96","ALB1",555801,97,-0.0947491573737929,-0.0949594818431094,-0.0945388329044764,"22"
"X97","ALB1",555801,98,-0.114032462849036,-0.114224610971545,-0.113840314726528,"22"
"X01","ALB1",534538,1,0.00155809449061057,0.000783940453355158,0.00233224852786598,"25"
"X110","ALB1",534538,2,-0.0200917631762447,-0.0208626858463038,-0.0193208405061856,"25"
"X210","ALB1",534538,3,-0.0118343342806147,-0.0126069672719774,-0.011061701289252,"25"
"X310","ALB1",534538,4,0.0163779336963696,0.0156096180818699,0.0171462493108694,"25"
"X410","ALB1",534538,5,-0.0165587220859937,-0.0173029353890709,-0.0158145087829166,"25"
"X510","ALB1",534538,6,-0.00906484429683939,-0.00980245307789655,-0.00832723551578222,"25"
"X610","ALB1",534538,7,0.030885763503021,0.0301164847991469,0.0316550422068952,"25"
"X710","ALB1",534538,8,-0.00406010203453155,-0.00479065643189124,-0.00332954763717187,"25"
"X810","ALB1",534538,9,0.0184863583240291,0.0177391559430196,0.0192335607050385,"25"
"X98","ALB1",534538,10,0.0909352112031103,0.0901326951029672,0.0917377273032534,"25"
"X101","ALB1",534538,11,0.144085885961729,0.143244212923402,0.144927559000056,"25"
"X111","ALB1",534538,12,0.215007281740795,0.214119260480643,0.215895303000947,"25"
"X121","ALB1",534538,13,0.209580803889899,0.208692886358181,0.210468721421617,"25"
"X131","ALB1",534538,14,0.260014971396303,0.259119316079925,0.26091062671268,"25"
"X141","ALB1",534538,15,0.306828310071201,0.305929702352178,0.307726917790224,"25"
"X151","ALB1",534538,16,0.315796920405857,0.314900645064549,0.316693195747164,"25"
"X161","ALB1",534538,17,0.390242267029553,0.38929491797694,0.391189616082166,"25"
"X171","ALB1",534538,18,0.431343466568922,0.430374443061812,0.432312490076031,"25"
"X181","ALB1",534538,19,0.425639823052434,0.424681208702965,0.426598437401903,"25"
"X191","ALB1",534538,20,0.448124208817248,0.447163855921383,0.449084561713113,"25"
"X201","ALB1",534538,21,0.442479408453323,0.441540640044177,0.443418176862469,"25"
"X211","ALB1",534538,22,0.39599154665302,0.395082693086571,0.39690040021947,"25"
"X221","ALB1",534538,23,0.368800521999287,0.367914367326253,0.369686676672321,"25"
"X231","ALB1",534538,24,0.315146282173915,0.314315374154103,0.315977190193728,"25"
"X241","ALB1",534538,25,0.343537941565505,0.342744841458218,0.344331041672793,"25"
"X251","ALB1",534538,26,0.348130156748467,0.347387894591302,0.348872418905632,"25"
"X261","ALB1",534538,27,0.35084365326832,0.350116964591385,0.351570341945255,"25"
"X271","ALB1",534538,28,0.36257909196411,0.361878801189297,0.363279382738922,"25"
"X281","ALB1",534538,29,0.364485361637311,0.363822247050759,0.365148476223864,"25"
"X291","ALB1",534538,30,0.336119356620472,0.335474901113765,0.33676381212718,"25"
"X301","ALB1",534538,31,0.390977653960636,0.390338597354975,0.391616710566296,"25"
"X311","ALB1",534538,32,0.39906422553048,0.398458692906856,0.399669758154104,"25"
"X321","ALB1",534538,33,0.440215972261629,0.439657029656652,0.440774914866607,"25"
"X331","ALB1",534538,34,0.421043465049958,0.420526346082464,0.421560584017452,"25"
"X341","ALB1",534538,35,0.444617544622578,0.444150275038439,0.445084814206716,"25"
"X351","ALB1",534538,36,0.411405279228505,0.410991263210401,0.411819295246609,"25"
"X361","ALB1",534538,37,0.440712558684919,0.440342810778376,0.441082306591463,"25"
"X371","ALB1",534538,38,0.405147188335283,0.404823607814263,0.405470768856303,"25"
"X381","ALB1",534538,39,0.400754326934922,0.400447699592297,0.401060954277547,"25"
"X391","ALB1",534538,40,0.479184994395669,0.478886271597039,0.479483717194299,"25"
"X401","ALB1",534538,41,0.484029134079662,0.483779788026515,0.484278480132808,"25"
"X411","ALB1",534538,42,0.439205149835818,0.439003445177371,0.439406854494264,"25"
"X421","ALB1",534538,43,0.466190401677576,0.466014219452841,0.46636658390231,"25"
"X431","ALB1",534538,44,0.398969666441138,0.398801198268411,0.399138134613866,"25"
"X441","ALB1",534538,45,0.324716849403457,0.324570706186955,0.324862992619959,"25"
"X451","ALB1",534538,46,0.318995041159191,0.318845225952049,0.319144856366332,"25"
"X461","ALB1",534538,47,0.345202232394607,0.345044595838458,0.345359868950755,"25"
"X471","ALB1",534538,48,0.375918951020956,0.375768443649728,0.376069458392185,"25"
"X481","ALB1",534538,49,0.310744699102588,0.310592590119931,0.310896808085244,"25"
"X491","ALB1",534538,50,0.347711631870154,0.347548780523137,0.34787448321717,"25"
"X501","ALB1",534538,51,0.304093406304302,0.30393476827813,0.304252044330474,"25"
"X511","ALB1",534538,52,0.248473986104949,0.2483303267223,0.248617645487598,"25"
"X521","ALB1",534538,53,0.213263155734746,0.213124060376411,0.213402251093081,"25"
"X531","ALB1",534538,54,0.22306611924958,0.222928614608526,0.223203623890633,"25"
"X541","ALB1",534538,55,0.205199321774134,0.205069984472009,0.205328659076258,"25"
"X551","ALB1",534538,56,0.158209795854471,0.158087782668524,0.158331809040419,"25"
"X561","ALB1",534538,57,0.206207117951481,0.206078810747687,0.206335425155274,"25"
"X571","ALB1",534538,58,0.121643673360664,0.121521759141113,0.121765587580215,"25"
"X581","ALB1",534538,59,0.0683197215808603,0.0681964874524993,0.0684429557092214,"25"
"X591","ALB1",534538,60,0.0792693987337474,0.0791370567551101,0.0794017407123847,"25"
"X601","ALB1",534538,61,0.120547588708852,0.1204134343967,0.120681743021004,"25"
"X611","ALB1",534538,62,0.0371310499761169,0.0369949642784886,0.0372671356737452,"25"
"X621","ALB1",534538,63,0.0509376032600869,0.0508036665295321,0.0510715399906417,"25"
"X631","ALB1",534538,64,0.0130967946477612,0.0129780085571985,0.0132155807383238,"25"
"X641","ALB1",534538,65,-0.00421735534525525,-0.00432032126357411,-0.00411438942693639,"25"
"X651","ALB1",534538,66,-0.023762105274604,-0.0238602582870216,-0.0236639522621864,"25"
"X661","ALB1",534538,67,-0.0514092114781634,-0.0515023483619683,-0.0513160745943584,"25"
"X671","ALB1",534538,68,-0.018393149421481,-0.0184877141281541,-0.0182985847148078,"25"
"X681","ALB1",534538,69,-0.056472278882552,-0.0565562549116182,-0.0563883028534858,"25"
"X691","ALB1",534538,70,-0.0722560663863365,-0.0723424943759552,-0.0721696383967178,"25"
"X701","ALB1",534538,71,-0.0676793530169318,-0.0677654797963152,-0.0675932262375484,"25"
"X711","ALB1",534538,72,-0.0522024695635242,-0.0522917808871752,-0.0521131582398732,"25"
"X721","ALB1",534538,73,-0.120520607101967,-0.120601193262221,-0.120440020941713,"25"
"X731","ALB1",534538,74,-0.0678659946134493,-0.0679505612718784,-0.0677814279550202,"25"
"X741","ALB1",534538,75,0.000813053102804321,0.000717623194539406,0.000908483011069237,"25"
"X751","ALB1",534538,76,0.0827361260231962,0.0826302109704218,0.0828420410759706,"25"
"X761","ALB1",534538,77,0.135145149248525,0.13501962116057,0.13527067733648,"25"
"X771","ALB1",534538,78,0.165862259598638,0.16573227584834,0.165992243348937,"25"
"X781","ALB1",534538,79,0.186194325072275,0.186060749472029,0.186327900672521,"25"
"X791","ALB1",534538,80,0.210371291536963,0.210226166440138,0.210516416633787,"25"
"X801","ALB1",534538,81,0.1499746142589,0.149838731343202,0.150110497174599,"25"
"X811","ALB1",534538,82,0.176101383086058,0.175955673868323,0.176247092303794,"25"
"X821","ALB1",534538,83,0.168807696289042,0.168646947473653,0.168968445104431,"25"
"X831","ALB1",534538,84,0.0979954120184862,0.0978515373674684,0.098139286669504,"25"
"X841","ALB1",534538,85,0.0769275466776264,0.0767910134117363,0.0770640799435165,"25"
"X851","ALB1",534538,86,0.0675219430862538,0.0673782799584506,0.067665606214057,"25"
"X861","ALB1",534538,87,0.0471944522041795,0.0470467989135369,0.0473421054948221,"25"
"X871","ALB1",534538,88,-0.0195806660862655,-0.0197331553204743,-0.0194281768520567,"25"
"X881","ALB1",534538,89,-0.0264906949177424,-0.0266576924891432,-0.0263236973463416,"25"
"X891","ALB1",534538,90,-0.0407044350990173,-0.0408635286086818,-0.0405453415893528,"25"
"X901","ALB1",534538,91,-0.0337314480170534,-0.0339018877917086,-0.0335610082423983,"25"
"X911","ALB1",534538,92,-0.0660745240443671,-0.0662506902829156,-0.0658983578058186,"25"
"X921","ALB1",534538,93,-0.0643467227680174,-0.0645258499177649,-0.0641675956182698,"25"
"X931","ALB1",534538,94,-0.0531413845741602,-0.0533523082611051,-0.0529304608872153,"25"
"X941","ALB1",534538,95,-0.084530806975075,-0.0847355275098542,-0.0843260864402957,"25"
"X951","ALB1",534538,96,-0.0822083486463375,-0.082428187412674,-0.081988509880001,"25"
"X961","ALB1",534538,97,-0.0960714059949117,-0.0962861905910002,-0.0958566213988233,"25"
"X971","ALB1",534538,98,-0.11528966115618,-0.115485732974831,-0.115093589337529,"25"
"X02","ALB1",506322,1,0.00845550279606734,0.00769962202735692,0.00921138356477777,"28"
"X112","ALB1",506322,2,-0.0385202754952925,-0.0392467515573677,-0.0377937994332173,"28"
"X212","ALB1",506322,3,-0.0310510617602188,-0.0318063026622141,-0.0302958208582234,"28"
"X312","ALB1",506322,4,-0.0497359105477609,-0.0504688310832277,-0.0490029900122942,"28"
"X412","ALB1",506322,5,-0.0870765003282928,-0.0877784450090223,-0.0863745556475633,"28"
"X512","ALB1",506322,6,-0.0941855911617547,-0.0948645970329656,-0.0935065852905439,"28"
"X612","ALB1",506322,7,-0.0774507444846161,-0.0781416433511668,-0.0767598456180655,"28"
"X712","ALB1",506322,8,-0.112571971156171,-0.113217219870778,-0.111926722441564,"28"
"X812","ALB1",506322,9,-0.11476300445857,-0.115406043296999,-0.11411996562014,"28"
"X99","ALB1",506322,10,-0.0573208610044676,-0.0580153747790284,-0.0566263472299069,"28"
"X102","ALB1",506322,11,-0.00908583186704864,-0.00984730426537182,-0.00832435946872547,"28"
"X113","ALB1",506322,12,0.037245227475856,0.0364407243522355,0.0380497305994765,"28"
"X122","ALB1",506322,13,0.0287585204302982,0.0279534477144625,0.029563593146134,"28"
"X132","ALB1",506322,14,0.0616261609867365,0.0607972987943436,0.0624550231791295,"28"
"X142","ALB1",506322,15,0.0836017516859922,0.0827708834910075,0.0844326198809769,"28"
"X152","ALB1",506322,16,0.100594726069909,0.0997583812976761,0.101431070842143,"28"
"X162","ALB1",506322,17,0.141694303678402,0.140802465801934,0.142586141554869,"28"
"X172","ALB1",506322,18,0.167334529360913,0.166432275732891,0.168236782988936,"28"
"X182","ALB1",506322,19,0.181702625471449,0.180806777385269,0.182598473557628,"28"
"X192","ALB1",506322,20,0.198711920101678,0.197800650309151,0.199623189894204,"28"
"X202","ALB1",506322,21,0.194176318266934,0.193272777218268,0.1950798593156,"28"
"X213","ALB1",506322,22,0.146153417423127,0.145299126966752,0.147007707879502,"28"
"X222","ALB1",506322,23,0.123062374930099,0.122237988392525,0.123886761467674,"28"
"X232","ALB1",506322,24,0.0886702755000197,0.0878881879624407,0.0894523630375988,"28"
"X242","ALB1",506322,25,0.117506074489576,0.116747306453653,0.118264842525498,"28"
"X252","ALB1",506322,26,0.148257698447539,0.147509979196599,0.149005417698479,"28"
"X262","ALB1",506322,27,0.16094302569005,0.160210628096171,0.161675423283929,"28"
"X272","ALB1",506322,28,0.155605847343495,0.154892245544071,0.156319449142918,"28"
"X282","ALB1",506322,29,0.162715616743535,0.162035166082463,0.163396067404607,"28"
"X292","ALB1",506322,30,0.140143360875726,0.139479659616571,0.14080706213488,"28"
"X302","ALB1",506322,31,0.174828574625283,0.174156723232139,0.175500426018427,"28"
"X313","ALB1",506322,32,0.171431316540239,0.170795451700477,0.172067181380002,"28"
"X322","ALB1",506322,33,0.205315041957879,0.204690787064533,0.205939296851224,"28"
"X332","ALB1",506322,34,0.193339899685608,0.192763964941367,0.193915834429849,"28"
"X342","ALB1",506322,35,0.213267881271433,0.212737148057576,0.213798614485289,"28"
"X352","ALB1",506322,36,0.211988443255181,0.211496289978378,0.212480596531984,"28"
"X362","ALB1",506322,37,0.258887017689042,0.258442433207765,0.259331602170319,"28"
"X372","ALB1",506322,38,0.241519866467984,0.241130981867019,0.241908751068949,"28"
"X382","ALB1",506322,39,0.238608760353154,0.238239284029584,0.238978236676723,"28"
"X392","ALB1",506322,40,0.312070723280231,0.311715049576869,0.312426396983594,"28"
"X402","ALB1",506322,41,0.343555859054602,0.343235778607465,0.343875939501738,"28"
"X413","ALB1",506322,42,0.32364611674012,0.323388967286471,0.323903266193768,"28"
"X422","ALB1",506322,43,0.373437650262469,0.373201612201601,0.373673688323336,"28"
"X432","ALB1",506322,44,0.340671150613947,0.34046831483858,0.340873986389314,"28"
"X442","ALB1",506322,45,0.304289418298174,0.304110134502263,0.304468702094086,"28"
"X452","ALB1",506322,46,0.307726649265471,0.307550466690121,0.307902831840821,"28"
"X462","ALB1",506322,47,0.351625661908026,0.351457531567614,0.351793792248438,"28"
"X472","ALB1",506322,48,0.376247888658791,0.376093421721365,0.376402355596217,"28"
"X482","ALB1",506322,49,0.310913735422417,0.310757456209701,0.311070014635133,"28"
"X492","ALB1",506322,50,0.347935457533631,0.34776826365474,0.348102651412522,"28"
"X502","ALB1",506322,51,0.304244832717418,0.304081753919285,0.30440791151555,"28"
"X513","ALB1",506322,52,0.248655495455815,0.24850795195483,0.248803038956801,"28"
"X522","ALB1",506322,53,0.213426899277453,0.213283880904156,0.21356991765075,"28"
"X532","ALB1",506322,54,0.223221974675718,0.223080421674532,0.223363527676903,"28"
"X542","ALB1",506322,55,0.205345950391487,0.205212709380536,0.205479191402437,"28"
"X552","ALB1",506322,56,0.158313957984737,0.158188296613114,0.15843961935636,"28"
"X562","ALB1",506322,57,0.20627451114352,0.206142066480615,0.206406955806426,"28"
"X572","ALB1",506322,58,0.121714692509182,0.121588769365755,0.121840615652609,"28"
"X582","ALB1",506322,59,0.0683642829156268,0.0682369281444002,0.0684916376868535,"28"
"X592","ALB1",506322,60,0.0792561015061623,0.0791191810412976,0.079393021971027,"28"
"X602","ALB1",506322,61,0.120492406905487,0.120353515137989,0.120631298672986,"28"
"X613","ALB1",506322,62,0.0370796898474987,0.0369388496528001,0.0372205300421974,"28"
"X622","ALB1",506322,63,0.0508573810365251,0.0507186651539465,0.0509960969191037,"28"
"X632","ALB1",506322,64,0.0129980542346716,0.0128750138478734,0.0131210946214699,"28"
"X642","ALB1",506322,65,-0.00432655241201441,-0.00443335640976459,-0.00421974841426423,"28"
"X652","ALB1",506322,66,-0.0239008244589654,-0.0240025762257566,-0.0237990726921742,"28"
"X662","ALB1",506322,67,-0.0515517902470251,-0.0516482787510026,-0.0514553017430477,"28"
"X672","ALB1",506322,68,-0.0185317790108952,-0.0186298872273893,-0.0184336707944012,"28"
"X682","ALB1",506322,69,-0.056601995388849,-0.0566890767924591,-0.0565149139852389,"28"
"X692","ALB1",506322,70,-0.0724014456922248,-0.0724910534184202,-0.0723118379660295,"28"
"X702","ALB1",506322,71,-0.0677678883040449,-0.0678571116162735,-0.0676786649918164,"28"
"X713","ALB1",506322,72,-0.0523158660477631,-0.0524085657835317,-0.0522231663119945,"28"
"X722","ALB1",506322,73,-0.12062527321556,-0.120708774509484,-0.120541771921637,"28"
"X732","ALB1",506322,74,-0.0679288776562171,-0.0680163077373557,-0.0678414475750784,"28"
"X742","ALB1",506322,75,0.000823515433814322,0.000725101077547256,0.000921929790081388,"28"
"X752","ALB1",506322,76,0.0827388556133054,0.0826295256284693,0.0828481855981415,"28"
"X762","ALB1",506322,77,0.135121501837682,0.134992032735507,0.135250970939857,"28"
"X772","ALB1",506322,78,0.16586425568992,0.165730312602433,0.165998198777407,"28"
"X782","ALB1",506322,79,0.186241386670475,0.186103634271647,0.186379139069303,"28"
"X792","ALB1",506322,80,0.210479260929952,0.210329723941478,0.210628797918425,"28"
"X802","ALB1",506322,81,0.150158711168043,0.15001833986663,0.150299082469456,"28"
"X813","ALB1",506322,82,0.176347107649587,0.176196813654608,0.176497401644565,"28"
"X822","ALB1",506322,83,0.169124331126175,0.168958487057738,0.169290175194611,"28"
"X832","ALB1",506322,84,0.098280377684075,0.0981318349047336,0.0984289204634164,"28"
"X842","ALB1",506322,85,0.0768982691259928,0.0767578109691332,0.0770387272828524,"28"
"X852","ALB1",506322,86,0.0670067990119511,0.0668585547289626,0.0671550432949396,"28"
"X862","ALB1",506322,87,0.0464928221484609,0.0463402911887568,0.0466453531081649,"28"
"X872","ALB1",506322,88,-0.0204912586402652,-0.0206491160776753,-0.0203334012028551,"28"
"X882","ALB1",506322,89,-0.0276018932194315,-0.0277745316336877,-0.0274292548051752,"28"
"X892","ALB1",506322,90,-0.0418452669800557,-0.0420098205879039,-0.0416807133722075,"28"
"X902","ALB1",506322,91,-0.0350294823167815,-0.0352056283804807,-0.0348533362530824,"28"
"X912","ALB1",506322,92,-0.067510625906039,-0.0676926500806549,-0.067328601731423,"28"
"X922","ALB1",506322,93,-0.0659122570345875,-0.0660974002586973,-0.0657271138104776,"28"
"X932","ALB1",506322,94,-0.0550365195937712,-0.0552544753184171,-0.0548185638691253,"28"
"X942","ALB1",506322,95,-0.086435459334899,-0.0866471802594111,-0.0862237384103869,"28"
"X952","ALB1",506322,96,-0.0842639177065871,-0.0844907717709168,-0.0840370636422574,"28"
"X962","ALB1",506322,97,-0.0982968489804065,-0.098518811166461,-0.0980748867943521,"28"
"X972","ALB1",506322,98,-0.117252389480211,-0.117455090440248,-0.117049688520173,"28"
"X03","ALB1",485561,1,-0.0397970175460752,-0.040524322494868,-0.0390697125972823,"31"
"X114","ALB1",485561,2,-0.0779706252345062,-0.0786935534796916,-0.0772476969893208,"31"
"X214","ALB1",485561,3,-0.0642616165535924,-0.0650215239253173,-0.0635017091818675,"31"
"X314","ALB1",485561,4,-0.090905586740991,-0.0916600702715065,-0.0901511032104755,"31"
"X414","ALB1",485561,5,-0.129081331659288,-0.129813505909037,-0.12834915740954,"31"
"X514","ALB1",485561,6,-0.134953262531101,-0.135667133422591,-0.134239391639611,"31"
"X614","ALB1",485561,7,-0.119586506340736,-0.120314323045721,-0.118858689635752,"31"
"X714","ALB1",485561,8,-0.161093987641803,-0.161795746937868,-0.160392228345737,"31"
"X814","ALB1",485561,9,-0.166050405885768,-0.166753104171117,-0.16534770760042,"31"
"X910","ALB1",485561,10,-0.12875518994083,-0.129492740667832,-0.128017639213828,"31"
"X103","ALB1",485561,11,-0.10166650194767,-0.102458261540205,-0.100874742355135,"31"
"X115","ALB1",485561,12,-0.0558639824246521,-0.0567086747884752,-0.0550192900608291,"31"
"X123","ALB1",485561,13,-0.0521570146393758,-0.0530204576594024,-0.0512935716193492,"31"
"X133","ALB1",485561,14,-0.0314114803583091,-0.0323030507404022,-0.030519909976216,"31"
"X143","ALB1",485561,15,-0.0371765394176506,-0.038068845912299,-0.0362842329230022,"31"
"X153","ALB1",485561,16,-0.0388963803392763,-0.0397826759320814,-0.0380100847464711,"31"
"X163","ALB1",485561,17,-0.0270187687637675,-0.0279453079661721,-0.0260922295613629,"31"
"X173","ALB1",485561,18,0.00354215540415866,0.00258885605046253,0.00449545475785479,"31"
"X183","ALB1",485561,19,0.0142456117499801,0.0133079787047099,0.0151832447952504,"31"
"X193","ALB1",485561,20,0.0395677458938901,0.0386054421413251,0.040530049646455,"31"
"X203","ALB1",485561,21,0.0395528883805561,0.0386010123654799,0.0405047643956323,"31"
