"","X","x","spectrum.density","library","TF","pos"
"84",24,0.1,0.440695782651165,"Nucleosome-SELEX","YBX1","Region 35-74"
"85",25,0.125,0.35838931579731,"Nucleosome-SELEX","YBX1","Region 35-74"
"86",26,0.15,0.3490662778977,"Nucleosome-SELEX","YBX1","Region 35-74"
"87",27,0.175,0.369818081663759,"Nucleosome-SELEX","YBX1","Region 35-74"
"88",28,0.2,0.35727866404548,"Nucleosome-SELEX","YBX1","Region 35-74"
"89",29,0.225,0.374557776847084,"Nucleosome-SELEX","YBX1","Region 35-74"
"90",30,0.25,0.367790981891258,"Nucleosome-SELEX","YBX1","Region 35-74"
"91",31,0.275,0.353974420031538,"Nucleosome-SELEX","YBX1","Region 35-74"
"92",32,0.3,0.363600189989946,"Nucleosome-SELEX","YBX1","Region 35-74"
"93",33,0.325,0.36118075514901,"Nucleosome-SELEX","YBX1","Region 35-74"
"94",34,0.35,0.375281911057462,"Nucleosome-SELEX","YBX1","Region 35-74"
"95",35,0.375,0.360233172743053,"Nucleosome-SELEX","YBX1","Region 35-74"
"96",36,0.4,0.378571017123443,"Nucleosome-SELEX","YBX1","Region 35-74"
"97",37,0.425,0.367126153955745,"Nucleosome-SELEX","YBX1","Region 35-74"
"98",38,0.45,0.371799350425231,"Nucleosome-SELEX","YBX1","Region 35-74"
"99",39,0.475,0.375184922963464,"Nucleosome-SELEX","YBX1","Region 35-74"
"100",40,0.5,0.371878906233142,"Nucleosome-SELEX","YBX1","Region 35-74"
"101",41,0.025,0.227175896814363,"HT-SELEX","YBX1","Region 35-74"
"102",42,0.05,0.316587376389077,"HT-SELEX","YBX1","Region 35-74"
"103",43,0.075,0.337423124513726,"HT-SELEX","YBX1","Region 35-74"
"104",44,0.1,0.347405943154498,"HT-SELEX","YBX1","Region 35-74"
"105",45,0.125,0.34871839496827,"HT-SELEX","YBX1","Region 35-74"
"106",46,0.15,0.354001288358368,"HT-SELEX","YBX1","Region 35-74"
"107",47,0.175,0.348406892864095,"HT-SELEX","YBX1","Region 35-74"
"108",48,0.2,0.349552753012837,"HT-SELEX","YBX1","Region 35-74"
"109",49,0.225,0.351266997355925,"HT-SELEX","YBX1","Region 35-74"
"110",50,0.25,0.365937507109667,"HT-SELEX","YBX1","Region 35-74"
"111",51,0.275,0.367862990588515,"HT-SELEX","YBX1","Region 35-74"
"112",52,0.3,0.371187861544478,"HT-SELEX","YBX1","Region 35-74"
"113",53,0.325,0.37966199079872,"HT-SELEX","YBX1","Region 35-74"
"114",54,0.35,0.38652680721959,"HT-SELEX","YBX1","Region 35-74"
"115",55,0.375,0.382114360943775,"HT-SELEX","YBX1","Region 35-74"
"116",56,0.4,0.380286147862425,"HT-SELEX","YBX1","Region 35-74"
"117",57,0.425,0.378916115192314,"HT-SELEX","YBX1","Region 35-74"
"118",58,0.45,0.37628816193091,"HT-SELEX","YBX1","Region 35-74"
"119",59,0.475,0.384207496957732,"HT-SELEX","YBX1","Region 35-74"
"120",60,0.5,0.374717784911661,"HT-SELEX","YBX1","Region 35-74"
"121",1,0.025,0.247962480718558,"NCAP-SELEX","MIXL1","Region 35-74"
"122",2,0.05,0.355009092663095,"NCAP-SELEX","MIXL1","Region 35-74"
"123",3,0.075,0.367411495195894,"NCAP-SELEX","MIXL1","Region 35-74"
"124",4,0.1,0.371519638703699,"NCAP-SELEX","MIXL1","Region 35-74"
"125",5,0.125,0.37050481996617,"NCAP-SELEX","MIXL1","Region 35-74"
"126",6,0.15,0.386705402261187,"NCAP-SELEX","MIXL1","Region 35-74"
"127",7,0.175,0.372094312984171,"NCAP-SELEX","MIXL1","Region 35-74"
"128",8,0.2,0.409042012235358,"NCAP-SELEX","MIXL1","Region 35-74"
"129",9,0.225,0.401915861553466,"NCAP-SELEX","MIXL1","Region 35-74"
"130",10,0.25,0.392276480064323,"NCAP-SELEX","MIXL1","Region 35-74"
"131",11,0.275,0.387647507129956,"NCAP-SELEX","MIXL1","Region 35-74"
"132",12,0.3,0.39084340398366,"NCAP-SELEX","MIXL1","Region 35-74"
"133",13,0.325,0.390270300729632,"NCAP-SELEX","MIXL1","Region 35-74"
"134",14,0.35,0.40535502913233,"NCAP-SELEX","MIXL1","Region 35-74"
"135",15,0.375,0.382591343519469,"NCAP-SELEX","MIXL1","Region 35-74"
"136",16,0.4,0.372905107649251,"NCAP-SELEX","MIXL1","Region 35-74"
"137",17,0.425,0.389367607595574,"NCAP-SELEX","MIXL1","Region 35-74"
"138",18,0.45,0.389507679732687,"NCAP-SELEX","MIXL1","Region 35-74"
"139",19,0.475,0.381240528205649,"NCAP-SELEX","MIXL1","Region 35-74"
"140",20,0.5,0.389797927854879,"NCAP-SELEX","MIXL1","Region 35-74"
"141",21,0.025,0.228914904387163,"Nucleosome-SELEX","MIXL1","Region 35-74"
"142",22,0.05,0.330751471894064,"Nucleosome-SELEX","MIXL1","Region 35-74"
"143",23,0.075,0.343408047225761,"Nucleosome-SELEX","MIXL1","Region 35-74"
"144",24,0.1,0.428683978321521,"Nucleosome-SELEX","MIXL1","Region 35-74"
"145",25,0.125,0.34484187339791,"Nucleosome-SELEX","MIXL1","Region 35-74"
"146",26,0.15,0.342329723735809,"Nucleosome-SELEX","MIXL1","Region 35-74"
"147",27,0.175,0.360443884869201,"Nucleosome-SELEX","MIXL1","Region 35-74"
"148",28,0.2,0.372998750512504,"Nucleosome-SELEX","MIXL1","Region 35-74"
"149",29,0.225,0.360205932520007,"Nucleosome-SELEX","MIXL1","Region 35-74"
"150",30,0.25,0.338161352832362,"Nucleosome-SELEX","MIXL1","Region 35-74"
"151",31,0.275,0.343696076098929,"Nucleosome-SELEX","MIXL1","Region 35-74"
"152",32,0.3,0.345702246536895,"Nucleosome-SELEX","MIXL1","Region 35-74"
"153",33,0.325,0.371935662800407,"Nucleosome-SELEX","MIXL1","Region 35-74"
"154",34,0.35,0.365495110027741,"Nucleosome-SELEX","MIXL1","Region 35-74"
"155",35,0.375,0.361080188302159,"Nucleosome-SELEX","MIXL1","Region 35-74"
"156",36,0.4,0.367082755511139,"Nucleosome-SELEX","MIXL1","Region 35-74"
"157",37,0.425,0.369600640190852,"Nucleosome-SELEX","MIXL1","Region 35-74"
"158",38,0.45,0.36024553807582,"Nucleosome-SELEX","MIXL1","Region 35-74"
"159",39,0.475,0.352399717085625,"Nucleosome-SELEX","MIXL1","Region 35-74"
"160",40,0.5,0.368050812475596,"Nucleosome-SELEX","MIXL1","Region 35-74"
"161",41,0.025,0.240727084657609,"HT-SELEX","MIXL1","Region 35-74"
"162",42,0.05,0.333837570709432,"HT-SELEX","MIXL1","Region 35-74"
"163",43,0.075,0.358792624195184,"HT-SELEX","MIXL1","Region 35-74"
"164",44,0.1,0.362272370425288,"HT-SELEX","MIXL1","Region 35-74"
"165",45,0.125,0.362767555304556,"HT-SELEX","MIXL1","Region 35-74"
"166",46,0.15,0.368306256799004,"HT-SELEX","MIXL1","Region 35-74"
"167",47,0.175,0.391924803777059,"HT-SELEX","MIXL1","Region 35-74"
"168",48,0.2,0.394122626579814,"HT-SELEX","MIXL1","Region 35-74"
"169",49,0.225,0.404654276494975,"HT-SELEX","MIXL1","Region 35-74"
"170",50,0.25,0.396491503144142,"HT-SELEX","MIXL1","Region 35-74"
"171",51,0.275,0.386503183834533,"HT-SELEX","MIXL1","Region 35-74"
"172",52,0.3,0.388976089023328,"HT-SELEX","MIXL1","Region 35-74"
"173",53,0.325,0.385216424643252,"HT-SELEX","MIXL1","Region 35-74"
"174",54,0.35,0.375494497498531,"HT-SELEX","MIXL1","Region 35-74"
"175",55,0.375,0.377391726367652,"HT-SELEX","MIXL1","Region 35-74"
"176",56,0.4,0.36629762568164,"HT-SELEX","MIXL1","Region 35-74"
"177",57,0.425,0.360938347642292,"HT-SELEX","MIXL1","Region 35-74"
"178",58,0.45,0.352663539003744,"HT-SELEX","MIXL1","Region 35-74"
"179",59,0.475,0.350161455527199,"HT-SELEX","MIXL1","Region 35-74"
"180",60,0.5,0.363735805886856,"HT-SELEX","MIXL1","Region 35-74"
"181",1,0.025,0.264077817789144,"NCAP-SELEX","FOXD3","Region 35-74"
"182",2,0.05,0.373890998868669,"NCAP-SELEX","FOXD3","Region 35-74"
"183",3,0.075,0.379855126120484,"NCAP-SELEX","FOXD3","Region 35-74"
"184",4,0.1,0.393668718839626,"NCAP-SELEX","FOXD3","Region 35-74"
"185",5,0.125,0.386579661987328,"NCAP-SELEX","FOXD3","Region 35-74"
"186",6,0.15,0.389369752916181,"NCAP-SELEX","FOXD3","Region 35-74"
"187",7,0.175,0.38954960327305,"NCAP-SELEX","FOXD3","Region 35-74"
"188",8,0.2,0.376838144308587,"NCAP-SELEX","FOXD3","Region 35-74"
"189",9,0.225,0.38467208369236,"NCAP-SELEX","FOXD3","Region 35-74"
"190",10,0.25,0.391511500892077,"NCAP-SELEX","FOXD3","Region 35-74"
"191",11,0.275,0.381675820062668,"NCAP-SELEX","FOXD3","Region 35-74"
"192",12,0.3,0.392065656332898,"NCAP-SELEX","FOXD3","Region 35-74"
"193",13,0.325,0.383794425012185,"NCAP-SELEX","FOXD3","Region 35-74"
"194",14,0.35,0.385470664901635,"NCAP-SELEX","FOXD3","Region 35-74"
"195",15,0.375,0.395781499883207,"NCAP-SELEX","FOXD3","Region 35-74"
"196",16,0.4,0.388283326385459,"NCAP-SELEX","FOXD3","Region 35-74"
"197",17,0.425,0.397232405937604,"NCAP-SELEX","FOXD3","Region 35-74"
"198",18,0.45,0.388641848528515,"NCAP-SELEX","FOXD3","Region 35-74"
"199",19,0.475,0.387422596088378,"NCAP-SELEX","FOXD3","Region 35-74"
"200",20,0.5,0.397607448723037,"NCAP-SELEX","FOXD3","Region 35-74"
"201",21,0.025,0.228842011544001,"Nucleosome-SELEX","FOXD3","Region 35-74"
"202",22,0.05,0.32033078864314,"Nucleosome-SELEX","FOXD3","Region 35-74"
"203",23,0.075,0.3502597874544,"Nucleosome-SELEX","FOXD3","Region 35-74"
"204",24,0.1,0.424898660810824,"Nucleosome-SELEX","FOXD3","Region 35-74"
"205",25,0.125,0.340541598769612,"Nucleosome-SELEX","FOXD3","Region 35-74"
"206",26,0.15,0.349107994256117,"Nucleosome-SELEX","FOXD3","Region 35-74"
"207",27,0.175,0.36165943723379,"Nucleosome-SELEX","FOXD3","Region 35-74"
"208",28,0.2,0.361876082121322,"Nucleosome-SELEX","FOXD3","Region 35-74"
"209",29,0.225,0.367272641387777,"Nucleosome-SELEX","FOXD3","Region 35-74"
"210",30,0.25,0.363762920960249,"Nucleosome-SELEX","FOXD3","Region 35-74"
"211",31,0.275,0.353270253488896,"Nucleosome-SELEX","FOXD3","Region 35-74"
"212",32,0.3,0.353643046119246,"Nucleosome-SELEX","FOXD3","Region 35-74"
"213",33,0.325,0.365684507375852,"Nucleosome-SELEX","FOXD3","Region 35-74"
"214",34,0.35,0.363968393057165,"Nucleosome-SELEX","FOXD3","Region 35-74"
"215",35,0.375,0.358846419742196,"Nucleosome-SELEX","FOXD3","Region 35-74"
"216",36,0.4,0.372701643945831,"Nucleosome-SELEX","FOXD3","Region 35-74"
"217",37,0.425,0.364831756044735,"Nucleosome-SELEX","FOXD3","Region 35-74"
"218",38,0.45,0.360700626653107,"Nucleosome-SELEX","FOXD3","Region 35-74"
"219",39,0.475,0.367119798428172,"Nucleosome-SELEX","FOXD3","Region 35-74"
"220",40,0.5,0.372135041935936,"Nucleosome-SELEX","FOXD3","Region 35-74"
"221",41,0.025,0.269979924847414,"HT-SELEX","FOXD3","Region 35-74"
"222",42,0.05,0.374644539535365,"HT-SELEX","FOXD3","Region 35-74"
"223",43,0.075,0.385963047813356,"HT-SELEX","FOXD3","Region 35-74"
"224",44,0.1,0.375952882979416,"HT-SELEX","FOXD3","Region 35-74"
"225",45,0.125,0.374863606471124,"HT-SELEX","FOXD3","Region 35-74"
"226",46,0.15,0.389676813797238,"HT-SELEX","FOXD3","Region 35-74"
"227",47,0.175,0.395001301992957,"HT-SELEX","FOXD3","Region 35-74"
"228",48,0.2,0.39578847357708,"HT-SELEX","FOXD3","Region 35-74"
"229",49,0.225,0.386101656737964,"HT-SELEX","FOXD3","Region 35-74"
"230",50,0.25,0.386854420394481,"HT-SELEX","FOXD3","Region 35-74"
"231",51,0.275,0.378458674117424,"HT-SELEX","FOXD3","Region 35-74"
"232",52,0.3,0.370691541379549,"HT-SELEX","FOXD3","Region 35-74"
"233",53,0.325,0.39151642228424,"HT-SELEX","FOXD3","Region 35-74"
"234",54,0.35,0.401460894432726,"HT-SELEX","FOXD3","Region 35-74"
"235",55,0.375,0.397591369218026,"HT-SELEX","FOXD3","Region 35-74"
"236",56,0.4,0.387616555858979,"HT-SELEX","FOXD3","Region 35-74"
"237",57,0.425,0.395940683675862,"HT-SELEX","FOXD3","Region 35-74"
"238",58,0.45,0.403191540093938,"HT-SELEX","FOXD3","Region 35-74"
"239",59,0.475,0.401064816902271,"HT-SELEX","FOXD3","Region 35-74"
"240",60,0.5,0.402871459869179,"HT-SELEX","FOXD3","Region 35-74"
"241",1,0.025,0.253754847136824,"NCAP-SELEX","HOXA10","Region 35-74"
"242",2,0.05,0.34797211826827,"NCAP-SELEX","HOXA10","Region 35-74"
"243",3,0.075,0.387959101033869,"NCAP-SELEX","HOXA10","Region 35-74"
"244",4,0.1,0.404311959164156,"NCAP-SELEX","HOXA10","Region 35-74"
"245",5,0.125,0.38944023732051,"NCAP-SELEX","HOXA10","Region 35-74"
"246",6,0.15,0.393428989085235,"NCAP-SELEX","HOXA10","Region 35-74"
"247",7,0.175,0.389845040964757,"NCAP-SELEX","HOXA10","Region 35-74"
"248",8,0.2,0.400678614035721,"NCAP-SELEX","HOXA10","Region 35-74"
"249",9,0.225,0.414891723299732,"NCAP-SELEX","HOXA10","Region 35-74"
"250",10,0.25,0.409963361477651,"NCAP-SELEX","HOXA10","Region 35-74"
"251",11,0.275,0.417423934655984,"NCAP-SELEX","HOXA10","Region 35-74"
"252",12,0.3,0.406763856610183,"NCAP-SELEX","HOXA10","Region 35-74"
"253",13,0.325,0.405645715866799,"NCAP-SELEX","HOXA10","Region 35-74"
"254",14,0.35,0.395707760133804,"NCAP-SELEX","HOXA10","Region 35-74"
"255",15,0.375,0.382900652875315,"NCAP-SELEX","HOXA10","Region 35-74"
"256",16,0.4,0.382237457806217,"NCAP-SELEX","HOXA10","Region 35-74"
"257",17,0.425,0.371232402004826,"NCAP-SELEX","HOXA10","Region 35-74"
"258",18,0.45,0.369398956901308,"NCAP-SELEX","HOXA10","Region 35-74"
"259",19,0.475,0.367710063571238,"NCAP-SELEX","HOXA10","Region 35-74"
"260",20,0.5,0.367291646236405,"NCAP-SELEX","HOXA10","Region 35-74"
"261",21,0.025,0.240736252442954,"Nucleosome-SELEX","HOXA10","Region 35-74"
"262",22,0.05,0.324929391038176,"Nucleosome-SELEX","HOXA10","Region 35-74"
"263",23,0.075,0.334062679865128,"Nucleosome-SELEX","HOXA10","Region 35-74"
"264",24,0.1,0.434887065936274,"Nucleosome-SELEX","HOXA10","Region 35-74"
"265",25,0.125,0.347394076296149,"Nucleosome-SELEX","HOXA10","Region 35-74"
"266",26,0.15,0.357774085026239,"Nucleosome-SELEX","HOXA10","Region 35-74"
"267",27,0.175,0.356991662674044,"Nucleosome-SELEX","HOXA10","Region 35-74"
"268",28,0.2,0.350761083906243,"Nucleosome-SELEX","HOXA10","Region 35-74"
"269",29,0.225,0.368492703898715,"Nucleosome-SELEX","HOXA10","Region 35-74"
"270",30,0.25,0.356140840621711,"Nucleosome-SELEX","HOXA10","Region 35-74"
"271",31,0.275,0.353190835784471,"Nucleosome-SELEX","HOXA10","Region 35-74"
"272",32,0.3,0.344287380999965,"Nucleosome-SELEX","HOXA10","Region 35-74"
"273",33,0.325,0.366794127635368,"Nucleosome-SELEX","HOXA10","Region 35-74"
"274",34,0.35,0.367488811373755,"Nucleosome-SELEX","HOXA10","Region 35-74"
"275",35,0.375,0.359138366583586,"Nucleosome-SELEX","HOXA10","Region 35-74"
"276",36,0.4,0.364250351017026,"Nucleosome-SELEX","HOXA10","Region 35-74"
"277",37,0.425,0.362830827009743,"Nucleosome-SELEX","HOXA10","Region 35-74"
"278",38,0.45,0.372133134022801,"Nucleosome-SELEX","HOXA10","Region 35-74"
"279",39,0.475,0.371410959242526,"Nucleosome-SELEX","HOXA10","Region 35-74"
"280",40,0.5,0.359125988046133,"Nucleosome-SELEX","HOXA10","Region 35-74"
"281",41,0.025,0.24212237774704,"HT-SELEX","HOXA10","Region 35-74"
"282",42,0.05,0.344843092996992,"HT-SELEX","HOXA10","Region 35-74"
"283",43,0.075,0.360331733959342,"HT-SELEX","HOXA10","Region 35-74"
"284",44,0.1,0.393907112535131,"HT-SELEX","HOXA10","Region 35-74"
"285",45,0.125,0.37195799819986,"HT-SELEX","HOXA10","Region 35-74"
"286",46,0.15,0.370545868412795,"HT-SELEX","HOXA10","Region 35-74"
"287",47,0.175,0.383245793246456,"HT-SELEX","HOXA10","Region 35-74"
"288",48,0.2,0.39280843665145,"HT-SELEX","HOXA10","Region 35-74"
"289",49,0.225,0.393545051021651,"HT-SELEX","HOXA10","Region 35-74"
"290",50,0.25,0.385484132986736,"HT-SELEX","HOXA10","Region 35-74"
"291",51,0.275,0.401138549373985,"HT-SELEX","HOXA10","Region 35-74"
"292",52,0.3,0.393830615947037,"HT-SELEX","HOXA10","Region 35-74"
"293",53,0.325,0.403545794687026,"HT-SELEX","HOXA10","Region 35-74"
"294",54,0.35,0.38398623481903,"HT-SELEX","HOXA10","Region 35-74"
"295",55,0.375,0.37763975314841,"HT-SELEX","HOXA10","Region 35-74"
"296",56,0.4,0.356997246264924,"HT-SELEX","HOXA10","Region 35-74"
"297",57,0.425,0.345967754803445,"HT-SELEX","HOXA10","Region 35-74"
"298",58,0.45,0.332928147479118,"HT-SELEX","HOXA10","Region 35-74"
"299",59,0.475,0.354904342608792,"HT-SELEX","HOXA10","Region 35-74"
"300",60,0.5,0.333636462017155,"HT-SELEX","HOXA10","Region 35-74"
"301",1,0.025,0.246427278260945,"NCAP-SELEX","SHOX","Region 35-74"
"302",2,0.05,0.339220160380734,"NCAP-SELEX","SHOX","Region 35-74"
"303",3,0.075,0.364330211435341,"NCAP-SELEX","SHOX","Region 35-74"
"304",4,0.1,0.405954258280044,"NCAP-SELEX","SHOX","Region 35-74"
"305",5,0.125,0.392525498573767,"NCAP-SELEX","SHOX","Region 35-74"
"306",6,0.15,0.398081343673925,"NCAP-SELEX","SHOX","Region 35-74"
"307",7,0.175,0.413600592636712,"NCAP-SELEX","SHOX","Region 35-74"
"308",8,0.2,0.420038792306394,"NCAP-SELEX","SHOX","Region 35-74"
"309",9,0.225,0.45034786760975,"NCAP-SELEX","SHOX","Region 35-74"
"310",10,0.25,0.442338096623046,"NCAP-SELEX","SHOX","Region 35-74"
"311",11,0.275,0.433764186387977,"NCAP-SELEX","SHOX","Region 35-74"
"312",12,0.3,0.428976030204089,"NCAP-SELEX","SHOX","Region 35-74"
"313",13,0.325,0.422086214968718,"NCAP-SELEX","SHOX","Region 35-74"
"314",14,0.35,0.41436940462507,"NCAP-SELEX","SHOX","Region 35-74"
"315",15,0.375,0.40402120443671,"NCAP-SELEX","SHOX","Region 35-74"
"316",16,0.4,0.39321231469702,"NCAP-SELEX","SHOX","Region 35-74"
"317",17,0.425,0.376394150066519,"NCAP-SELEX","SHOX","Region 35-74"
"318",18,0.45,0.363865673154385,"NCAP-SELEX","SHOX","Region 35-74"
"319",19,0.475,0.354464634618378,"NCAP-SELEX","SHOX","Region 35-74"
"320",20,0.5,0.35763554697232,"NCAP-SELEX","SHOX","Region 35-74"
"321",21,0.025,0.227930629161552,"Nucleosome-SELEX","SHOX","Region 35-74"
"322",22,0.05,0.332870506268644,"Nucleosome-SELEX","SHOX","Region 35-74"
"323",23,0.075,0.334732433873321,"Nucleosome-SELEX","SHOX","Region 35-74"
"324",24,0.1,0.433725871422863,"Nucleosome-SELEX","SHOX","Region 35-74"
"325",25,0.125,0.356382078401737,"Nucleosome-SELEX","SHOX","Region 35-74"
"326",26,0.15,0.334632491804092,"Nucleosome-SELEX","SHOX","Region 35-74"
"327",27,0.175,0.360914440640885,"Nucleosome-SELEX","SHOX","Region 35-74"
"328",28,0.2,0.36355399240917,"Nucleosome-SELEX","SHOX","Region 35-74"
"329",29,0.225,0.359818292656353,"Nucleosome-SELEX","SHOX","Region 35-74"
"330",30,0.25,0.345019647708381,"Nucleosome-SELEX","SHOX","Region 35-74"
"331",31,0.275,0.354860768569312,"Nucleosome-SELEX","SHOX","Region 35-74"
"332",32,0.3,0.347568361918097,"Nucleosome-SELEX","SHOX","Region 35-74"
"333",33,0.325,0.36529218968546,"Nucleosome-SELEX","SHOX","Region 35-74"
"334",34,0.35,0.367641496089195,"Nucleosome-SELEX","SHOX","Region 35-74"
"335",35,0.375,0.350694708653456,"Nucleosome-SELEX","SHOX","Region 35-74"
